pclass,survived,age,sibsp,parch,fare,sex_male,title_Col,title_Countess,title_Don,title_Dr,title_Major,title_Master,title_Miss,title_Mlle,title_Mme,title_Mr,title_Ms,title_Rev,cabin_Yes,embarked_Q,embarked_S
1,1,-0.1165229692840137,0,0,0.12217135985915262,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,-0.5816278576051114,0,0,1.9789015164057067,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,-0.1165229692840137,0,0,3.7555570153454396,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1.0462392515187307,0,1,3.4425841256384593,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0.11602947487653514,0,0,0.3328332910819675,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,1.2012742142924298,0,0,-0.1301403751633087,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,-0.1165229692840137,0,0,0.3232473785743708,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.27106443765023436,0,0,-0.10750385567179166,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1.2787916956792793,0,0,0.8878069695824836,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0.5036168818107832,0,0,0.13232183195775735,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0.27106443765023436,0,0,1.0289468673345117,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1.976449028160926,1,0,0.504989164720818,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1.8989315467740764,1,0,0.504989164720818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0.27106443765023436,0,0,-0.1301403751633087,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,-1.279285190086758,2,2,4.429355020367108,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,-0.8916977831525099,2,2,4.429355020367108,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,-0.659145338991961,2,2,4.429355020367108,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,2.4415539164820235,1,3,4.429355020367108,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.4338266584529786,1,3,4.429355020367108,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.1165229692840137,0,0,-0.05377015651666335,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.42659289483141216,0,0,0.6963980671516508,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,-0.1165229692840137,0,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.4260994004239336,1,0,0.47308768098234594,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0.03851199348968552,0,0,-0.04410304023227786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0.34858191903708396,0,0,-0.1301403751633087,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.8136868073581817,0,0,2.3236154157208384,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,1,0.4260994004239336,0,0,-0.13521561121261108,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,1.588861621226678,1,0,0.43731935073011957,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.7361693259713321,1,0,0.43731935073011957,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,2.0539665095477755,0,0,0.042901006327191564,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,-0.1165229692840137,0,0,0.042901006327191564,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,2.0539665095477755,0,0,-0.1301403751633087,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,2.0539665095477755,0,0,-0.04998451377969802,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,-0.42659289483141216,1,0,0.5165897042620806,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,-0.1165229692840137,0,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.8916977831525099,1,0,0.5165897042620806,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.42659289483141216,1,0,0.9470992606011335,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.5041103762182618,1,0,0.9470992606011335,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-1.8219075597947052,0,2,1.9569900306355188,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1.2012742142924298,1,1,1.9569900306355188,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0.8136868073581817,1,1,1.9569900306355188,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,2.1314839909346253,1,0,2.189402973498201,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.1165229692840137,1,0,2.189402973498201,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0.19354695626338475,0,0,-0.05377015651666335,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,2.519071397868873,0,0,-0.1301403751633087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,1.8989315467740764,1,0,0.42845847194385184,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.0462392515187307,1,0,0.42845847194385184,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.743896584000377,1,0,0.8697623303260495,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,-0.1165229692840137,0,0,-0.10750385567179166,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,2.519071397868873,0,0,0.9032743556375002,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,2.906658804803121,1,0,3.644466381851795,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,2.5965888792557226,1,0,3.644466381851795,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,2.4415539164820235,0,0,-0.018566385855445174,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,1.4338266584529786,0,0,-0.14214306674200172,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.8916977831525099,0,2,0.8965073742384305,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,1.743896584000377,1,1,0.8965073742384305,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.7361693259713321,1,1,0.8965073742384305,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,1.4338266584529786,1,0,0.36191584371191277,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.1165229692840137,1,0,0.36191584371191277,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,1.5113441398398282,1,1,1.5003792603286255,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.9692152645393595,0,2,1.5003792603286255,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0.7361693259713321,1,1,1.5003792603286255,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.1165229692840137,0,0,0.8878069695824836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0.11602947487653514,0,0,-0.09171358793287637,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0.8136868073581817,0,0,-0.10750385567179166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2.4415539164820235,0,0,0.0042325411896496,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,1.356309177066129,0,0,0.014301809511465553,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.4260994004239336,0,0,9.262027654708204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2.6741063606425723,1,0,0.8114367509358381,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,2.364036435095174,1,0,0.8114367509358381,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,2.364036435095174,0,0,-0.1301403751633087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1.8989315467740764,0,1,0.8508302497947089,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,-0.659145338991961,0,1,0.8508302497947089,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,1.976449028160926,0,0,1.9789015164057067,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0.11602947487653514,0,2,2.544106870781617,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,2.1314839909346253,1,1,2.544106870781617,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1.2012742142924298,1,1,2.544106870781617,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1.588861621226678,1,1,3.4457259384308845,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,-0.1940404506708633,0,2,3.4457259384308845,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.588861621226678,1,1,3.4457259384308845,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.659145338991961,0,0,-0.1301403751633087,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1.6663791026135275,0,1,0.5432554778209295,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,-0.659145338991961,0,1,0.5432554778209295,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,-0.1165229692840137,0,0,0.03323389004280607,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.11602947487653514,0,0,1.9569900306355188,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,-0.1165229692840137,0,0,0.042901006327191564,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,2.519071397868873,0,0,-0.1301403751633087,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.5036168818107832,0,0,1.9789015164057067,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,0.03851199348968552,1,0,-0.17944266821367474,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,-0.1165229692840137,1,0,-0.17944266821367474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0.03851199348968552,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.8916977831525099,0,0,-0.42112057532331204,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.34907541344456255,0,0,-0.440454807892083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.34858191903708396,1,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,0.5036168818107832,1,0,-0.14077420307613278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2.1314839909346253,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.8916977831525099,0,0,-0.42112057532331204,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.5041103762182618,0,0,-0.440454807892083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,0.5036168818107832,0,0,-0.39211922647015557,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2,0,-0.1165229692840137,0,0,-0.440454807892083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1.6663791026135275,0,0,-0.4013029869403218,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,1,0.19354695626338475,1,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.8141803017656603,1,0,-0.14077420307613278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.1165229692840137,0,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-2.209494966728953,2,1,0.11057082031789,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2,1,-1.9769425225684045,2,1,0.11057082031789,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2,1,-1.3568026714736077,2,1,0.11057082031789,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2,1,0.5036168818107832,0,3,0.11057082031789,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2,1,0.34858191903708396,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2,1,-0.8141803017656603,0,0,-0.39211922647015557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,-0.5041103762182618,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.27155793205771295,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.9687217701318809,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.1940404506708633,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.42659289483141216,0,0,-0.39211922647015557,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2,1,-1.1242502273130588,0,2,0.11057082031789,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2.364036435095174,1,1,0.11057082031789,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,0.8136868073581817,1,1,0.11057082031789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.7366628203788106,1,0,-0.14077420307613278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,-0.34907541344456255,1,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,0.5036168818107832,0,0,-0.39211922647015557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,-0.34907541344456255,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.9687217701318809,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,1,0.9687217701318809,0,0,-0.39211922647015557,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-2.222417130876141,0,2,-0.08277150536981982,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1,-0.27155793205771295,1,1,-0.08277150536981982,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.5816278576051114,1,1,-0.08277150536981982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,0.4260994004239336,0,0,-0.2374453659199877,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,-0.1165229692840137,0,0,-0.6434642498641783,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.8141803017656603,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1.1237567329055802,1,0,-0.14077420307613278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1.8989315467740764,1,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0,1.743896584000377,0,0,-0.3824521101857701,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.5811343631976328,1,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.03900548789716409,1,0,-0.14077420307613278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.34907541344456255,1,1,-0.06343727280104884,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.2012742142924298,0,2,-0.06343727280104884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.03900548789716409,1,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.1165229692840137,1,0,-0.14077420307613278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.03900548789716409,0,0,-0.440454807892083,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,-0.1165229692840137,0,0,-0.39211922647015557,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,-0.42659289483141216,0,0,-0.440454807892083,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,-1.666872597021006,0,2,-0.13594064493394004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.11602947487653514,1,1,-0.13594064493394004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0.11602947487653514,1,1,-0.13594064493394004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,-0.5816278576051114,0,0,-0.440454807892083,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2,0,0.03851199348968552,0,0,-0.39211922647015557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,-0.1165229692840137,0,0,-0.2374453659199877,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.659145338991961,0,0,-0.42112057532331204,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.1165229692840137,0,0,-0.6434642498641783,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-1.666872597021006,1,1,0.0670687970381553,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,-0.8916977831525099,0,0,0.7776018439404889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,1.4338266584529786,0,2,0.0670687970381553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.1165229692840137,0,0,-0.39211922647015557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0.19354695626338475,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.9692152645393595,0,0,0.7776018439404889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.03900548789716409,1,0,-0.10750385567179166,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,-0.42659289483141216,1,0,-0.10750385567179166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,-0.34907541344456255,0,0,-0.03443592394789237,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.8916977831525099,0,0,0.7776018439404889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.8916977831525099,0,1,-0.19877690078244573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,0.34858191903708396,0,1,-0.19877690078244573,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1.8989315467740764,0,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-1.666872597021006,0,2,-0.015101691379121382,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0.9687217701318809,1,1,-0.015101691379121382,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0.34858191903708396,1,1,-0.015101691379121382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,-0.1940404506708633,1,0,-0.3755246546563794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,0.03851199348968552,1,0,-0.3755246546563794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,-0.5041103762182618,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.659145338991961,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.8916977831525099,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.8136868073581817,1,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.03900548789716409,1,0,-0.14077420307613278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.8916977831525099,0,0,-0.440454807892083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.5036168818107832,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.1165229692840137,0,0,-0.6434642498641783,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.6586518445844824,0,0,-0.39211922647015557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0.4260994004239336,0,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.6586518445844824,1,0,-0.2374453659199877,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.34858191903708396,1,0,-0.2374453659199877,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,0.34858191903708396,0,0,-0.39211922647015557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,-1.046732745926209,0,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.27155793205771295,0,0,-0.440454807892083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1.356309177066129,0,0,-0.440454807892083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.659145338991961,1,0,-0.42112057532331204,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.659145338991961,1,0,-0.42112057532331204,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.42659289483141216,0,0,-0.3824521101857701,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.42659289483141216,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.34858191903708396,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.03851199348968552,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1.743896584000377,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.03851199348968552,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-2.2353315432751906,1,1,-0.3631178776169991,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1,-0.42659289483141216,0,2,-0.3631178776169991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1.1237567329055802,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-1.8219075597947052,0,1,-0.0054345750947358915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,-0.1165229692840137,0,1,-0.0054345750947358915,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,1,2.519071397868873,0,0,-0.440454807892083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.03851199348968552,0,0,-0.440454807892083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-1.7443900784078556,0,2,-0.13594064493394004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1.0462392515187307,1,1,-0.13594064493394004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,1.2012742142924298,1,1,-0.13594064493394004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.42659289483141216,1,2,0.6132608671059355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,-0.42659289483141216,1,2,0.6132608671059355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1.5113441398398282,1,2,0.6132608671059355,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,1.4338266584529786,1,2,0.6132608671059355,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,1.976449028160926,0,0,-0.3341165287638426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.42659289483141216,2,0,0.7776018439404889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.19354695626338475,2,0,0.7776018439404889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.659145338991961,2,0,0.7776018439404889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.8916977831525099,1,1,-0.39211922647015557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,-0.7366628203788106,2,1,-0.19877690078244573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,-0.5041103762182618,2,1,-0.42112057532331204,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.5036168818107832,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,1.8989315467740764,1,3,-0.19877690078244573,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1.588861621226678,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1.1237567329055802,1,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.03900548789716409,1,0,-0.14077420307613278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.659145338991961,0,0,0.7776018439404889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,0.9687217701318809,0,0,-0.39211922647015557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2.5965888792557226,1,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2.364036435095174,1,0,-0.14077420307613278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.27106443765023436,0,0,-0.4061365450825145,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.9692152645393595,0,0,-0.440454807892083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0.9687217701318809,1,0,-0.12143997050736179,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.42659289483141216,2,1,-0.12143997050736179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1.356309177066129,0,0,-0.3534507613326136,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.42659289483141216,2,0,-0.03443592394789237,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.5816278576051114,2,0,-0.03443592394789237,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0.19354695626338475,0,0,-0.440454807892083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.5041103762182618,0,0,-0.3768123145454596,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,0,0.34858191903708396,1,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.42659289483141216,1,0,-0.14077420307613278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,-0.5816278576051114,0,0,-0.2374453659199877,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,-0.1165229692840137,0,0,-0.40468647763985666,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2,0,0.4260994004239336,0,0,-0.40468647763985666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
